CB000049,The Thi Tuan,0732614913,NH06
CB000050,Hua Quyet Thuy,0314354219,NH11
CB000051,The Hoang Nhan,0492099272,NH06
CB000052,Ly Sy Dieu,0430906668,NH04
CB000053,Nguyen Duy Nhi,0600170760,NH02
CB000054,Ho Vu Hoang,0632180216,NH01
CB000055,Dang Anh Van,0263160893,NH02
CB000056,Trinh Vu Ly,0225740080,NH02
CB000057,Mai Lan Quynh,0360133869,NH04
CB000058,Dang Vu Nhan,0809640636,NH04
CB000059,Truong Vu Cong,0717608939,NH06
CB000060,Bui Lan Tuyet,0313315759,NH01
CB000061,Dao Van Anh,0476454781,NH08
CB000062,Bui Thi Hai,0140303653,NH03
CB000063,Ho Trong Tien,0885972956,NH06
CB000064,Nong Van Xuan,0508010808,NH01
CB000065,Trinh Quoc Hanh,0396471146,NH04
CB000066,Duong Hoang Quynh,0596736466,NH04
CB000067,Le Trong Dat,0125371987,NH04
CB000068,Nguyen Hoang Dung,0636592894,NH07
CB000069,Ngo Viet Duong,0549539334,NH05
CB000070,Ly Huynh Duong,0420619560,NH01
CB000071,Mai Lan Cong,0954472932,NH05
CB000072,Bui Khanh Duy,0136418132,NH03
CB000073,Ho Khanh Tu,0161552777,NH07
CB000074,Huynh Khanh Hanh,0208415743,NH04
CB000075,Phan Trong Vu,0420950584,NH03
CB000076,Ho Lan Khanh,0741443150,NH06
CB000077,Hua Trong Van,0755023166,NH05
CB000078,Huynh Tien Mai,0123842562,NH03
CB000079,Nguyen Trong Van,0392982714,NH08
CB000080,Hoang Bao Quynh,0988266283,NH05
CB000081,Van Duy Thuy,0793348466,NH02
CB000082,Duong Tien Tuyet,0123655574,NH08
CB000083,Trinh Thi Tuyen,0440456951,NH10
CB000084,Mai Tuan Xuan,0463863720,NH06
CB000085,Dang Hoang Nguyet,0661586590,NH04
CB000086,Ngo Lan Tien,0304504852,NH02
CB000087,Vu Sy Duy,0438411567,NH04
CB000088,Trinh Quoc Tuyen,0446543311,NH02
CB000089,Dinh Vu Tuyen,0391419110,NH02
CB000090,Ngo Bao Cong,0118328892,NH04
CB000091,Mai Quyet Tuyet,0838948182,NH05
CB000092,Phung Le Tien,0823632927,NH09
CB000093,The Trong Quynh,0344410019,NH06
CB000094,Hoang Quoc Bao,0231126827,NH11
CB000095,Nguyen Trong Duong,0420898735,NH07
CB000096,Huynh Tien Tuyet,0430378355,NH03
CB000097,Huynh The Mai,0212124468,NH03
CB000098,Dinh Quyet Xuan,0484372666,NH04
CB000099,Vu Bao Quan,0461468442,NH06
CB000100,Dao Bao Duong,0323255719,NH01
CB000101,Hua Khanh Hai,0468264655,NH04
CB000102,Dang Dinh Bao,0671936532,NH05
CB000103,Duong Bao Khanh,0197006682,NH03
CB000104,Hoang Quyet Ha,0882510122,NH03
CB000105,Dinh Hoang Anh,0223740353,NH03
CB000106,Trinh Le Vu,0598930576,NH03
CB000107,Ho Huynh Son,0833871863,NH06
CB000108,Do Khanh Nhi,0494388515,NH03
CB000109,Huynh Tien Manh,0232732500,NH04
CB000110,Ly Hoang Tai,0687725547,NH01
CB000111,Tran Trong Duc,0641808037,NH03
CB000112,Bui Hoang Tu,0572296243,NH03
CB000113,Trinh Tuan Nguyet,0633405450,NH02
CB000114,Phan Trong Duong,0760796399,NH06
CB000115,Duong Trong Xuan,0639721973,NH08
CB000116,Tran Duy Long,0745176600,NH03
CB000117,Nguyen Thi Tu,0903399893,NH04
CB000118,Dao Dinh Nhi,0950415766,NH01
CB000119,Bui The Long,0620312658,NH01
CB000120,Do Quoc Tuyet,0588264289,NH04
CB000121,Bui Dinh Linh,0211981723,NH01
CB000122,Dao Hoang Tien,0942458264,NH04
CB000123,Dao Duy Thuy,0520829395,NH10
CB000124,Do Van Anh,0946810745,NH06
CB000125,Phung Hoang Duong,0286044600,NH04
CB000126,Dao Lan Tuan,0723981368,NH01
CB000127,Hua Bao Long,0907069344,NH02
CB000128,Dang Bao Ngan,0810362411,NH06
CB000129,Duong Vu Chi,0858159410,NH04
CB000130,Bui Hoang Tuyen,0420830567,NH01
CB000131,Mai Huynh Anh,0946776910,NH04
CB000132,Hoang Viet Tuan,0572163033,NH01
CB000133,Dinh Quoc Anh,0351686136,NH04
CB000134,Trinh Quoc Nguyet,0796030645,NH05
CB000135,The Lan Duong,0230668101,NH01
CB000136,Trinh Khanh Dung,0797123484,NH02
CB000137,Bui Quoc Duong,0583851788,NH06
CB000138,Doan Quoc Anh,0422983372,NH07
CB000139,Truong The Anh,0864813811,NH04
CB000140,Phung Trong Cong,0675772179,NH03
CB000141,Ngo Le Son,0699082588,NH03
CB000142,Bui Anh Quan,0373722413,NH04
CB000143,Dao Quoc Tai,0500870507,NH03
CB000144,Dinh Tuan Dat,0382624724,NH05
CB000145,Ho Anh Thao,0343683735,NH04
CB000146,Duong Thi Xuan,0348788996,NH06
CB000147,Dinh Tuan Cong,0768386433,NH07
CB000148,Phan Dinh Minh,0273669022,NH03
CB000149,Dinh Quoc Nhi,0229177915,NH02
CB000150,Hoang Tuan Anh,0225144647,NH11
CB000151,Pham Quoc Van,0626137861,NH02
CB000152,Dinh Tuan Tien,0677295297,NH01
CB000153,The Thi My,0694041219,NH01
CB000154,Hoang Quyet Tuyen,0325352579,NH03
CB000155,The Bao Xuan,0962931326,NH02
CB000156,Do Huynh Dung,0418500118,NH01
CB000157,Do Quoc Dung,0554059874,NH08
CB000158,Dang Duy Nhi,0101281571,NH04
CB000159,Bui Lan Chi,0196181073,NH05
CB000160,Ly Quoc Duong,0343575851,NH04
CB000161,Hua Huynh Dung,0735697932,NH04
CB000162,Dang Sy Van,0571753563,NH02
CB000163,Ngo Quoc Manh,0437769873,NH09
CB000164,Bui Sy Nguyet,0249861310,NH10
CB000165,Trinh Lan Thao,0818623134,NH02
CB000166,Tran Hoang Hanh,0508695016,NH06
CB000167,The Thi Thao,0583125739,NH03
CB000168,Huynh Khanh Tai,0131970824,NH03
CB000169,Duong Lan Nguyet,0527293581,NH01
CB000170,Hua Thi Nguyet,0256350878,NH05
CB000171,Nong Lan Ha,0476039986,NH06
CB000172,Dang Viet Son,0252673195,NH01
CB000173,Hua Vu Anh,0181576571,NH04
CB000174,Hoang Lan Dieu,0706864117,NH01
CB000175,The Viet Vu,0924987489,NH04
CB000176,Bui Thi Quynh,0339748921,NH03
CB000177,Van Duy Nguyet,0571087573,NH06
CB000178,Truong Van Tuyen,0105705754,NH09
CB000179,Do Viet Hai,0700945602,NH06
CB000180,Phung Hoang Dieu,0599608378,NH07
CB000181,Duong Dinh Anh,0307346999,NH01
CB000182,Nguyen Vu Manh,0172820917,NH09
CB000183,Pham Hoang Tien,0380060329,NH01
CB000184,Van Van Duc,0942584043,NH03
CB000185,Do Vu Tien,0980993644,NH06
CB000186,Nong The Tu,0899626912,NH05
CB000187,Huynh Lan Trang,0751033203,NH01
CB000188,Tran Trong Duong,0593588393,NH03
CB000189,Hoang Hoang Van,0859234966,NH05
CB000190,Dao Van Hai,0927224791,NH04
CB000191,Hoang Trong Nguyet,0663285732,NH11
CB000192,Van Tien Anh,0612089844,NH03
CB000193,Vu Vu Hanh,0676906243,NH01
CB000194,Nong Van Tuan,0742356402,NH04
CB000195,Bui Quoc Duy,0673955490,NH01
CB000196,Vu Viet Quynh,0626117721,NH06
CB000197,Ho Vu Tuan,0837468384,NH05
CB000198,Nguyen Van Tuyet,0397949696,NH10
CB000199,Trinh Quyet Dat,0519145337,NH05
CB000200,Mai Trong Quan,0249376565,NH03
CB000201,Ngo Viet Dieu,0378009501,NH10
CB000202,Bui Tuan Ly,0345784405,NH03
CB000203,Trinh Viet Duong,0643978607,NH04
CB000204,Bui Trong Nhi,0851402031,NH04
CB000205,Van Trong Duy,0988738278,NH02
CB000206,Dao Viet Vu,0578801778,NH03
CB000207,Hoang Quoc Ngoc,0313682486,NH01
CB000208,Do Anh Tai,0341678845,NH11
CB000209,Phan Bao Dung,0399525080,NH05
CB000210,Ho Quoc Quan,0538584365,NH04
CB000211,Bui Viet Nhi,0439233762,NH11
CB000212,Nong Tuan Duy,0492199860,NH04
CB000213,Dao Viet Tuyet,0939162678,NH03
CB000214,Trinh Huynh Duy,0171365670,NH05
CB000215,Trinh Le Hue,0242350463,NH04
CB000216,Bui Lan Dieu,0227910557,NH03
CB000217,The Tien Tu,0402953859,NH08
CB000218,Bui The Tai,0603646683,NH01
CB000219,Nguyen Huynh Manh,0394965323,NH03
CB000220,Phan Le Xuan,0188413069,NH04
CB000221,Huynh Khanh Nhi,0833114015,NH01
CB000222,Hoang Le Ha,0403992928,NH02
CB000223,Dinh Khanh Dat,0385463811,NH04
CB000224,The Hoang Thao,0995764681,NH01
CB000225,Mai Bao Quan,0988305059,NH01
CB000226,Doan Lan Tu,0762766470,NH01
CB000227,Hoang Vu Mai,0795006894,NH01
CB000228,Van Trong Duy,0157817460,NH06
CB000229,Bui Duy Long,0821424428,NH03
CB000230,Trinh Lan Tu,0816512641,NH03
CB000231,Do Van Duy,0856963313,NH03
CB000232,Phan Duy Trang,0210357529,NH06
CB000233,Hoang Hoang Minh,0489236349,NH04
CB000234,Dinh Lan Tien,0109326976,NH02
CB000235,Dinh Duy Duy,0947368559,NH05
CB000236,Dao Viet Quan,0339891597,NH09
CB000237,Bui Lan Tu,0842856777,NH09
CB000238,Phung Khanh Tu,0894663116,NH02
CB000239,Van Hoang Nhi,0607703003,NH02
CB000240,Hoang Viet Vu,0477133120,NH11
CB000241,Truong Anh Tien,0180558772,NH02
CB000242,Phan Viet Van,0858553432,NH06
CB000243,Hua Trong Nhi,0271797611,NH01
CB000244,Trinh Thi Tuyet,0900856488,NH06
CB000245,Phung Vu Van,0105412455,NH04
CB000246,Trinh Bao Hoang,0706131314,NH02
CB000247,Trinh The Tuyen,0391394556,NH04
CB000248,Ho Quoc Tien,0896674086,NH04
CB000249,Vu Dinh Nhi,0886348659,NH03
CB000250,Doan Anh Nhi,0618417203,NH01
CB000251,Nong Hoang Minh,0808111212,NH02
CB000252,Pham Van Duong,0272788425,NH03
CB000253,Pham Vu Diep,0208591160,NH04
CB000254,Phan Lan Van,0970044787,NH06
CB000255,Do The Cong,0243899529,NH04
CB000256,Phan Duy Chi,0607226256,NH05
CB000257,Nong Hoang Manh,0928813777,NH08
CB000258,Trinh Vu Tuyen,0968809528,NH05
CB000259,Vu Thi Hai,0645881572,NH01
CB000260,Dinh Huynh Son,0993518851,NH02
CB000261,Ngo Khanh Hai,0558255077,NH01
CB000262,Nong Tien Van,0164842627,NH05
CB000263,Nong Trong Hai,0651776582,NH01
CB000264,Ngo Van Van,0526332073,NH01
CB000265,Hua Van Duy,0959496713,NH04
CB000266,Ngo Huynh Tien,0520781149,NH01
CB000267,Nguyen Hoang Dung,0480651839,NH05
CB000268,Tran Duy Hoang,0789675682,NH02
CB000269,Trinh Sy Trang,0765796765,NH05
CB000270,Trinh Quoc Van,0738947699,NH03
CB000271,Vu Anh Hoang,0335039375,NH03
CB000272,Nong Viet Dung,0918122666,NH02
CB000273,Do The Van,0435884719,NH09
CB000274,Doan Trong Tuyet,0358916589,NH05
CB000275,Ho Thi Nhi,0454006509,NH06
CB000276,The Quoc Tuyet,0712468202,NH10
CB000277,Le Quoc Chi,0892023692,NH02
CB000278,Ho Dinh Dung,0884147247,NH04
CB000279,Le Van Cong,0616150979,NH07
CB000280,Phung Thi Thien,0833785148,NH05
CB000281,Dang Dinh Hai,0263901576,NH06
CB000282,Nguyen Viet Quan,0395208342,NH10
CB000283,Ho Tuan Chi,0682739253,NH01
CB000284,Huynh Anh Ly,0168533614,NH04
CB000285,Bui Viet Duc,0832577775,NH06
CB000286,Van Hoang Lam,0478065392,NH10
CB000287,Dinh Vu Nhi,0155573716,NH01
CB000288,Nguyen Thi Quynh,0142168302,NH03
CB000289,Ly Duy My,0411893350,NH05
CB000290,Trinh Sy Thuy,0465813499,NH05
CB000291,Hoang Huynh Tai,0292140094,NH06
CB000292,Van Quoc Nhan,0702157030,NH07
CB000293,Huynh Van Bao,0795474755,NH03
CB000294,Van Van Long,0534951050,NH06
CB000295,Ly Quyet Dung,0706906354,NH04
CB000296,Huynh Thi Hue,0356263768,NH05
CB000297,Truong Khanh Hoang,0215935492,NH01
CB000298,Vu Thi Ha,0128651734,NH02
CB000299,Hua Van Anh,0198980228,NH01
CB000300,Bui Le Tu,0270127625,NH03
CB000301,Pham Van Tuan,0952479286,NH02
CB000302,Dang Lan Van,0836014066,NH01
CB000303,Dang Sy Mai,0412960245,NH02
CB000304,Vu Vu Long,0980551979,NH04
CB000305,Hoang Bao Trang,0169232939,NH01
CB000306,Ho Quoc Dieu,0322126345,NH04
CB000307,Nguyen Huynh Vu,0731783989,NH02
CB000308,Phung Quyet Duong,0594389253,NH08
CB000309,Vu Lan Tuyen,0132216205,NH01
CB000310,Dang Trong Duc,0349438364,NH05
CB000311,Phung Hoang Long,0243088548,NH05
CB000312,Doan Duy Cong,0330571693,NH03
CB000313,Dinh Duy Anh,0904381655,NH11
CB000314,Doan Hoang Chi,0389221184,NH01
CB000315,Le Vu Quynh,0238995003,NH01
CB000316,Nong Duy Nhan,0196089073,NH06
CB000317,Phung Sy Hanh,0283348295,NH06
CB000318,Huynh Anh Quynh,0707452481,NH02
CB000319,Do Viet Hue,0531152428,NH03
CB000320,Do Quoc Ly,0686041990,NH09
CB000321,Dang Sy Mai,0345770059,NH02
CB000322,Mai Viet Duy,0330549608,NH01
CB000323,Dao Vu Hai,0995603023,NH01
CB000324,Hoang Trong Dung,0793218418,NH02
CB000325,Trinh Duy Van,0839850931,NH01
CB000326,Ngo Hoang Tuyet,0521928185,NH10
CB000327,Hua Van Minh,0321002556,NH02
CB000328,The Dinh Nhan,0606917442,NH02
CB000329,Van Huynh Quan,0668696785,NH01
CB000330,Dao Dinh Duc,0764085661,NH05
CB000331,Bui Dinh Van,0487774712,NH03
CB000332,Dang Vu Duy,0165065359,NH06
CB000333,Ly The Tien,0306214910,NH04
CB000334,Phung Tuan Tien,0346613603,NH10
CB000335,Truong Le Tien,0624252638,NH05
CB000336,Nong Hoang Tai,0211349865,NH02
CB000337,Hoang Dinh My,0352854393,NH01
CB000338,Dang Trong Linh,0579158988,NH01
CB000339,Bui Anh Trang,0186088832,NH03
CB000340,Hoang Bao Vu,0167724322,NH01
CB000341,Ly Quyet Dat,0208129765,NH03
CB000342,Ly Viet Duc,0815240050,NH04
CB000343,Mai Tuan Tai,0765941527,NH03
CB000344,Dinh Anh Hanh,0425153413,NH01
CB000345,Dinh Khanh Dat,0759123346,NH05
CB000346,Tran Trong Nhi,0115287386,NH05
CB000347,The Le Xuan,0498913285,NH08
CB000348,Ngo Anh Dieu,0364194494,NH03
CB000349,Do Quoc Nhi,0683425883,NH03
CB000350,Bui Thi Long,0617102774,NH11
CB000351,Vu Van Tuyen,0942589448,NH01
CB000352,Duong Lan Anh,0174070445,NH03
CB000353,Tran Quoc Van,0276429342,NH02
CB000354,Le Dinh Cong,0589337293,NH04
CB000355,Do Anh My,0812583473,NH02
CB000356,Phung Quyet Dat,0296254604,NH01
CB000357,Hua Vu Cong,0254028199,NH02
CB000358,Nguyen Anh Minh,0586326881,NH10
CB000359,Dang Bao Nguyet,0833109328,NH04
CB000360,Bui Trong Tien,0109657523,NH03
CB000361,Dang Van Thuy,0361334557,NH02
CB000362,Do Anh Duong,0754727179,NH02
CB000363,Hoang Huynh Dat,0769797926,NH03
CB000364,Do Viet Van,0669588080,NH06
CB000365,Truong Lan My,0623972891,NH06
CB000366,Phan Viet Tien,0269680248,NH01
CB000367,Van Thi Duy,0434634851,NH06
CB000368,Vu Hoang Trang,0981110955,NH01
CB000369,Mai Trong Cong,0371258377,NH05
CB000370,Hoang Thi Van,0894705077,NH06
CB000371,Dinh Huynh Tai,0323290535,NH02
CB000372,Van Le Tuyet,0981725616,NH02
CB000373,Mai Quoc Tuyen,0787580690,NH03
CB000374,Do Viet Tai,0458939449,NH01
CB000375,Bui Vu Duy,0660980284,NH06
CB000376,Dinh Duy Dieu,0783992398,NH05
CB000377,Mai Viet Mai,0697499470,NH06
CB000378,Le The Quynh,0757152029,NH01
CB000379,Tran Lan Vu,0926049009,NH11
CB000380,Truong Trong Van,0403543973,NH11
CB000381,Ly Trong Nhi,0346724513,NH09
CB000382,Dinh Trong Duy,0721863884,NH01
CB000383,Le Bao Minh,0988500288,NH01
CB000384,Mai Khanh Tuyen,0693733381,NH05
CB000385,Le Tien Dung,0805135282,NH05
CB000386,Bui Vu Ngan,0774306111,NH03
CB000387,Ngo Van Hanh,0134412115,NH02
CB000388,Dang Viet Dieu,0467822807,NH02
CB000389,Ly Huynh Thao,0699964552,NH04
CB000390,Ngo Thi Tien,0906513684,NH02
CB000391,Hua Viet Quan,0847708545,NH03
CB000392,Ho Duy Duc,0933393421,NH05
CB000393,Trinh Anh Tien,0987101578,NH08
CB000394,Ly Bao Ngan,0709023139,NH06
CB000395,The Anh Anh,0453691909,NH04
CB000396,Hua Sy Hanh,0407795268,NH05
CB000397,Phan Hoang Thuy,0946071858,NH01
CB000398,Hua Lan Tai,0444402777,NH04
CB000399,Truong Dinh Dat,0109770516,NH02
CB000400,Tran Hoang Van,0510282159,NH08
CB000401,Duong Khanh Duy,0217491098,NH03
CB000402,Huynh Viet Nguyet,0830662683,NH05
CB000403,Bui Vu Trang,0597594832,NH08
CB000404,Dinh Thi Ha,0143086963,NH05
CB000405,Hoang Lan Hoang,0329247672,NH02
CB000406,Bui Anh Hoang,0640555672,NH03
CB000407,Huynh Bao Anh,0889996241,NH04
CB000408,Nguyen The Son,0691297453,NH04
CB000409,Ngo Lan Hoang,0865556555,NH01
CB000410,Nguyen Trong Long,0641649699,NH11
CB000411,Dinh The Thao,0874568261,NH05
CB000412,Le Le Manh,0884407306,NH01
CB000413,Dang Bao Son,0158279484,NH05
CB000414,Hoang Tien Manh,0311704039,NH07
CB000415,Tran Thi Minh,0321862074,NH07
CB000416,Ly Le Hai,0353634323,NH05
CB000417,Trinh Thi Long,0796272457,NH04
CB000418,Dang Khanh Tien,0844144114,NH01
CB000419,Do Duy Mai,0828489889,NH07
CB000420,Tran Viet Ha,0292573652,NH04
CB000421,The Lan Van,0655890939,NH01
CB000422,Do Bao Anh,0742659827,NH03
CB000423,Dao Quoc Quynh,0770750580,NH01
CB000424,Duong Viet Xuan,0550161484,NH06
CB000425,Ho Duy Duy,0212505426,NH02
CB000426,Mai Khanh Hai,0864052399,NH01
CB000427,Van Duy Hue,0680344670,NH01
CB000428,Dang Sy Anh,0499730427,NH01
CB000429,The Viet Dieu,0443993879,NH06
CB000430,Ngo Quoc Nhi,0292927064,NH05
CB000431,Nguyen Quyet Quynh,0262651131,NH06
CB000432,Hoang Lan Tai,0509764937,NH04
CB000433,Tran Trong Dieu,0170966796,NH02
CB000434,Hua Huynh Thien,0593690686,NH03
CB000435,Duong Lan Duy,0355183790,NH07
CB000436,Dang Sy Dung,0126059698,NH02
CB000437,Phan Tien Son,0793145136,NH01
CB000438,Ngo Khanh Tu,0808180177,NH01
CB000439,Le Vu Ngan,0190627722,NH06
CB000440,The Dinh Linh,0909397885,NH03
CB000441,Hoang Viet Cong,0176891052,NH06
CB000442,Truong Sy Tuyet,0742396869,NH01
CB000443,Ly Hoang Hai,0112536391,NH06
CB000444,Huynh Hoang Trang,0972002295,NH04
CB000445,Ho Lan Hai,0671539752,NH04
CB000446,Duong Viet Dieu,0104982530,NH04
CB000447,Hua Tien Tai,0410400012,NH08
CB000448,Doan The Hoang,0865514532,NH03
CB000449,Ho Dinh Tien,0806628612,NH06
CB000450,Trinh Dinh Anh,0415512175,NH10
CB000451,Dinh Viet Dieu,0529522261,NH01
CB000452,Dinh Duy Duc,0380952554,NH05
CB000453,Do Dinh Cong,0875098364,NH02
CB000454,Dao Vu Tai,0808483560,NH03
CB000455,Phung Dinh Hoang,0766479954,NH05
CB000456,Ho Van Quynh,0841879116,NH01
CB000457,Dang Anh Dieu,0653242936,NH02
CB000458,Doan Lan Ly,0557989065,NH02
CB000459,Trinh Vu Thao,0215442496,NH05
CB000460,Ngo Dinh Hanh,0845516214,NH04
CB000461,Nguyen Anh Ha,0656120103,NH10
CB000462,Tran Anh Duy,0330344359,NH08
CB000463,Dinh Dinh Van,0880329717,NH05
CB000464,Le Dinh Nhan,0882730164,NH04
CB000465,Dang Viet Khanh,0142745385,NH11
CB000466,Dao Lan Tuan,0521043240,NH08
CB000467,Duong Bao Minh,0878331322,NH07
CB000468,Dang Quyet Van,0102526944,NH05
CB000469,Bui Viet Dung,0995730030,NH01
CB000470,Pham Trong Thuy,0965099242,NH11
CB000471,Van Hoang Tuyet,0131593336,NH05
CB000472,Ngo Huynh Long,0508174558,NH06
CB000473,Phung Trong Tai,0697525105,NH04
CB000474,Trinh Le Duc,0356076143,NH05
CB000475,Ho Van Vu,0158959146,NH01
CB000476,Hua Vu Hanh,0495677917,NH01
CB000477,Van Dinh Dung,0328207273,NH01
CB000478,Dinh Van Diep,0762183411,NH06
CB000479,Vu Sy Lam,0608839022,NH03
CB000480,Pham Tien Hai,0874450347,NH02
CB000481,Bui Van Tuyen,0215169228,NH01
CB000482,Dao Dinh Nhi,0987787848,NH04
CB000483,Ngo Hoang Cong,0945553076,NH03
CB000484,Dinh Lan Tuyen,0460989247,NH02
CB000485,Hoang Bao Anh,0203309334,NH01
CB000486,Vu Vu Thien,0390983065,NH01
CB000487,The Van Duy,0977989764,NH03
CB000488,Doan Anh Duong,0179549095,NH05
CB000489,Phan Viet Van,0494597596,NH04
CB000490,The Lan Tai,0897047108,NH05
CB000491,Vu Le Hanh,0236921137,NH06
CB000492,Dang Viet Anh,0187791591,NH07
CB000493,Pham Viet Dieu,0401276162,NH09
CB000494,Phung Viet Duong,0462296805,NH09
CB000495,Hoang Duy Dung,0769040189,NH02
CB000496,Pham Thi Tuyen,0985746850,NH01
CB000497,Phung The Hue,0465282520,NH05
CB000498,Hoang Quoc Lam,0138760996,NH01
CB000499,Dang Thi Thuy,0607372703,NH01
CB000500,Hoang Dinh Minh,0471481702,NH01
CB000501,Trinh Vu Dieu,0130327553,NH05
CB000502,Trinh Huynh Nhan,0777520088,NH03
CB000503,Dao Viet Duong,0380501244,NH10
CB000504,Hoang Vu Thao,0480278636,NH02
CB000505,Phan Sy Duy,0999674978,NH03
CB000506,Duong Dinh Tuyet,0573820704,NH03
CB000507,Le Anh Van,0445654053,NH01
CB000508,Phan Bao Minh,0715562546,NH10
CB000509,Dao Thi Dat,0613894700,NH08
CB000510,Do Vu Hue,0683664542,NH01
CB000511,Truong Vu Ha,0187623873,NH05
CB000512,Mai Hoang Nhan,0246705010,NH06
CB000513,Mai Van Trang,0191077980,NH05
CB000514,Hua Lan Ngoc,0919270231,NH06
CB000515,Ngo Duy Dieu,0311879261,NH01
CB000516,Hoang Vu Quan,0468242969,NH03
CB000517,Vu Le Quynh,0475607522,NH02
CB000518,Dao Quoc Thuy,0876733287,NH04
CB000519,Dinh Sy Duc,0540127252,NH01
CB000520,Mai Lan Dung,0303619123,NH02
CB000521,Nong Quoc Tien,0944733489,NH04
CB000522,Do Quyet Mai,0194990699,NH04
CB000523,Le Anh Nguyet,0591937943,NH01
CB000524,Do Quoc Hoang,0875546230,NH03
CB000525,Dang Tuan Dung,0370225932,NH01
CB000526,Pham Huynh Tu,0936446604,NH04
CB000527,Do The Tien,0570487892,NH06
CB000528,Pham Tien Xuan,0782566797,NH06
CB000529,Dang Anh Dung,0926216247,NH05
CB000530,Do Trong Dat,0786730919,NH07
CB000531,Truong Lan Tuyen,0968001621,NH01
CB000532,Dang Anh Linh,0968596861,NH04
CB000533,Mai Huynh Tai,0383832741,NH04
CB000534,Le Trong Dat,0678061678,NH04
CB000535,Dinh Bao Dat,0818737568,NH06
CB000536,Doan Viet Son,0729565805,NH03
CB000537,Dang Lan Dung,0189434710,NH05
CB000538,Huynh Vu Hanh,0295517278,NH08
CB000539,The Trong Tien,0123558055,NH03
CB000540,Bui Hoang Anh,0106896587,NH05
CB000541,Trinh Trong Tai,0593796693,NH04
CB000542,Dang Dinh Hue,0229283066,NH08
CB000543,Van Tien Dieu,0521350313,NH06
CB000544,Dang Van Hue,0349565650,NH04
CB000545,Bui Anh Minh,0404937318,NH01
CB000546,Hoang Trong Dung,0624000677,NH04
CB000547,Phan Sy Mai,0844977480,NH11
CB000548,Bui Viet Nhi,0142332543,NH11
CB000549,Huynh Thi Khanh,0232573014,NH03
CB000550,Huynh Trong Duong,0412602406,NH01
CB000551,Truong Lan Van,0740894818,NH05
CB000552,Doan Bao Thao,0766589261,NH04
CB000553,Phung Trong Trang,0697042330,NH04
CB000554,Duong Tuan Quynh,0593226491,NH04
CB000555,Bui Thi Van,0415508578,NH04
CB000556,Trinh Thi Dieu,0697561277,NH04
CB000557,Trinh Quoc Dung,0253496719,NH06
CB000558,Pham Anh Quynh,0346969874,NH06
CB000559,Huynh Quoc Van,0163362545,NH04
CB000560,Duong Duy Nguyet,0886319765,NH06
CB000561,Dang The Dung,0413956310,NH05
CB000562,Phung Anh Nguyet,0358307985,NH02
CB000563,Phung Viet Van,0242448066,NH01
CB000564,Phan Hoang Xuan,0940788503,NH03
CB000565,Dang Thi Xuan,0638455528,NH06
CB000566,Le Thi Trang,0294556439,NH04
CB000567,Pham Dinh Trang,0154735775,NH04
CB000568,The Thi Anh,0467572392,NH02
